Info 0    [03:16:43.324] Starting TS Server
Info 297  [03:20:04.120] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 69 structureChanged: false structureIsReused:: Completely Elapsed: 2.5882750004529953ms
Info 298  [03:20:04.120] Different program with same set of files
Info 299  [03:20:04.195] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 300  [03:20:04.197] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false structureIsReused:: Completely Elapsed: 2.0949959997087717ms
Info 301  [03:20:04.197] Different program with same set of files
Info 302  [03:20:04.277] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 303  [03:20:04.279] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false structureIsReused:: Completely Elapsed: 1.6732219997793436ms
Info 304  [03:20:04.279] Different program with same set of files
Info 305  [03:20:04.459] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 306  [03:20:04.460] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false structureIsReused:: Completely Elapsed: 1.7075370009988546ms
Info 307  [03:20:04.460] Different program with same set of files
Info 308  [03:20:04.575] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 309  [03:20:04.577] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false structureIsReused:: Completely Elapsed: 1.8740100003778934ms
Info 310  [03:20:04.577] Different program with same set of files
Info 311  [03:20:04.697] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 312  [03:20:04.699] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false structureIsReused:: Completely Elapsed: 2.0835060011595488ms
Info 313  [03:20:04.699] Different program with same set of files
Info 314  [03:20:04.885] getCompletionData: Get current token: 0.008045000955462456
Info 315  [03:20:04.885] getCompletionData: Is inside comment: 0.0033360011875629425
Info 316  [03:20:04.885] getCompletionData: Get previous token: 0.041568001732230186
Info 317  [03:20:04.885] getCompletionsAtPosition: isCompletionListBlocker: 0.00306599959731102
Info 318  [03:20:04.885] Returning an empty list because completion was requested in an invalid position.
Info 319  [03:20:04.891] getCompletionData: Get current token: 0.008365999907255173
Info 320  [03:20:04.891] getCompletionData: Is inside comment: 0.0038780011236667633
Info 321  [03:20:04.891] getCompletionData: Get previous token: 0.04931199923157692
Info 322  [03:20:04.891] getCompletionsAtPosition: isCompletionListBlocker: 0.0028050001710653305
Info 323  [03:20:04.891] Returning an empty list because completion was requested in an invalid position.
Info 324  [03:20:04.913] getCompletionData: Get current token: 0.008004998788237572
Info 325  [03:20:04.913] getCompletionData: Is inside comment: 0.0036570001393556595
Info 326  [03:20:04.913] getCompletionData: Get previous token: 0.052369000390172005
Info 327  [03:20:04.913] getCompletionsAtPosition: isCompletionListBlocker: 0.002535000443458557
Info 328  [03:20:04.913] Returning an empty list because completion was requested in an invalid position.
Info 329  [03:20:04.935] getCompletionData: Get current token: 0.00646200031042099
Info 330  [03:20:04.935] getCompletionData: Is inside comment: 0.0033470001071691513
Info 331  [03:20:04.935] getCompletionData: Get previous token: 0.03769100084900856
Info 332  [03:20:04.935] getCompletionsAtPosition: isCompletionListBlocker: 0.0026860013604164124
Info 333  [03:20:04.935] Returning an empty list because completion was requested in an invalid position.
Info 334  [03:20:05.139] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 335  [03:20:05.141] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false structureIsReused:: Completely Elapsed: 1.7106520012021065ms
Info 336  [03:20:05.141] Different program with same set of files
Info 337  [03:20:05.210] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 338  [03:20:05.211] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false structureIsReused:: Completely Elapsed: 1.519241999834776ms
Info 339  [03:20:05.211] Different program with same set of files
Info 340  [03:20:05.307] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 341  [03:20:05.308] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false structureIsReused:: Completely Elapsed: 1.1653259992599487ms
Info 342  [03:20:05.308] Different program with same set of files
Info 343  [03:20:08.764] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 344  [03:20:08.766] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false structureIsReused:: Completely Elapsed: 1.7550870012491941ms
Info 345  [03:20:08.766] Different program with same set of files
Info 346  [03:20:09.361] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 347  [03:20:09.363] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false structureIsReused:: Completely Elapsed: 1.7111539989709854ms
Info 348  [03:20:09.363] Different program with same set of files
Info 349  [03:20:09.430] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 350  [03:20:09.431] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false structureIsReused:: Completely Elapsed: 1.1641230005770922ms
Info 351  [03:20:09.431] Different program with same set of files
Info 352  [03:20:09.555] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 353  [03:20:09.556] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false structureIsReused:: Completely Elapsed: 1.4726740010082722ms
Info 354  [03:20:09.556] Different program with same set of files
Info 355  [03:20:09.691] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 356  [03:20:09.693] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false structureIsReused:: Completely Elapsed: 1.811251999810338ms
Info 357  [03:20:09.693] Different program with same set of files
Info 358  [03:20:09.884] getCompletionData: Get current token: 0.0046090018004179
Info 359  [03:20:09.884] getCompletionData: Is inside comment: 0.06297900155186653
Info 360  [03:20:09.884] getCompletionData: Get previous token: 0.019967999309301376
Info 361  [03:20:09.884] getCompletionsAtPosition: isCompletionListBlocker: 0.004397999495267868
Info 362  [03:20:09.885] getCompletionData: Semantic work: 0.4952929988503456
Info 363  [03:20:09.886] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.8533169999718666
Info 364  [03:20:10.305] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 365  [03:20:10.307] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false structureIsReused:: Completely Elapsed: 2.1755880005657673ms
Info 366  [03:20:10.307] Different program with same set of files
Info 367  [03:20:10.628] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 368  [03:20:10.630] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false structureIsReused:: Completely Elapsed: 1.7892310004681349ms
Info 369  [03:20:10.630] Different program with same set of files
Info 370  [03:20:11.146] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 371  [03:20:11.147] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false structureIsReused:: Completely Elapsed: 1.7595850005745888ms
Info 372  [03:20:11.148] Different program with same set of files
Info 373  [03:20:11.266] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 374  [03:20:11.268] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false structureIsReused:: Completely Elapsed: 1.8635409995913506ms
Info 375  [03:20:11.268] Different program with same set of files
Info 376  [03:20:11.417] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 377  [03:20:11.418] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: false structureIsReused:: Completely Elapsed: 1.1837510000914335ms
Info 378  [03:20:11.418] Different program with same set of files
Info 379  [03:20:11.483] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 380  [03:20:11.485] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 88 structureChanged: false structureIsReused:: Completely Elapsed: 1.799270000308752ms
Info 381  [03:20:11.485] Different program with same set of files
Info 382  [03:20:12.034] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 383  [03:20:12.036] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 89 structureChanged: false structureIsReused:: Completely Elapsed: 1.519251000136137ms
Info 384  [03:20:12.036] Different program with same set of files
Info 385  [03:20:12.338] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 386  [03:20:12.339] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 90 structureChanged: false structureIsReused:: Completely Elapsed: 1.2792600002139807ms
Info 387  [03:20:12.339] Different program with same set of files
Info 388  [03:20:12.565] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 389  [03:20:12.567] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 91 structureChanged: false structureIsReused:: Completely Elapsed: 1.6314339991658926ms
Info 390  [03:20:12.567] Different program with same set of files
Info 391  [03:20:12.685] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 392  [03:20:12.687] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 92 structureChanged: false structureIsReused:: Completely Elapsed: 1.275713000446558ms
Info 393  [03:20:12.687] Different program with same set of files
Info 394  [03:20:12.817] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 395  [03:20:12.818] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 93 structureChanged: false structureIsReused:: Completely Elapsed: 1.1057930011302233ms
Info 396  [03:20:12.818] Different program with same set of files
Info 397  [03:20:12.852] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 398  [03:20:12.854] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 94 structureChanged: false structureIsReused:: Completely Elapsed: 1.6922570001333952ms
Info 399  [03:20:12.854] Different program with same set of files
Info 400  [03:20:13.125] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 401  [03:20:13.129] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 95 structureChanged: false structureIsReused:: Completely Elapsed: 3.5131570007652044ms
Info 402  [03:20:13.129] Different program with same set of files
Info 403  [03:20:13.514] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 404  [03:20:13.516] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 96 structureChanged: false structureIsReused:: Completely Elapsed: 2.3249089997261763ms
Info 405  [03:20:13.516] Different program with same set of files
Info 406  [03:20:15.377] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 407  [03:20:15.380] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 97 structureChanged: false structureIsReused:: Completely Elapsed: 2.8144319988787174ms
Info 408  [03:20:15.380] Different program with same set of files
Info 409  [03:20:17.148] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 410  [03:20:17.151] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 98 structureChanged: false structureIsReused:: Completely Elapsed: 2.584648000076413ms
Info 411  [03:20:17.151] Different program with same set of files
Info 412  [03:20:17.245] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 413  [03:20:17.247] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 99 structureChanged: false structureIsReused:: Completely Elapsed: 2.0276899989694357ms
Info 414  [03:20:17.247] Different program with same set of files
Info 415  [03:20:17.608] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 416  [03:20:17.612] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 100 structureChanged: false structureIsReused:: Completely Elapsed: 3.1745699997991323ms
Info 417  [03:20:17.612] Different program with same set of files
Info 418  [03:20:19.236] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 419  [03:20:19.239] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 101 structureChanged: false structureIsReused:: Completely Elapsed: 2.664038999006152ms
Info 420  [03:20:19.239] Different program with same set of files
Info 421  [03:20:19.355] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 422  [03:20:19.357] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 102 structureChanged: false structureIsReused:: Completely Elapsed: 1.8916229996830225ms
Info 423  [03:20:19.357] Different program with same set of files
Info 424  [03:20:19.483] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 425  [03:20:19.485] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 103 structureChanged: false structureIsReused:: Completely Elapsed: 1.9969020001590252ms
Info 426  [03:20:19.485] Different program with same set of files
Info 427  [03:20:19.604] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 428  [03:20:19.606] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 104 structureChanged: false structureIsReused:: Completely Elapsed: 1.5561519991606474ms
Info 429  [03:20:19.606] Different program with same set of files
Info 430  [03:20:19.769] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 431  [03:20:19.770] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 105 structureChanged: false structureIsReused:: Completely Elapsed: 1.7397980000823736ms
Info 432  [03:20:19.771] Different program with same set of files
Info 433  [03:20:20.405] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 434  [03:20:20.407] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 106 structureChanged: false structureIsReused:: Completely Elapsed: 2.21573399938643ms
Info 435  [03:20:20.407] Different program with same set of files
Info 436  [03:20:20.644] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 437  [03:20:20.647] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 107 structureChanged: false structureIsReused:: Completely Elapsed: 2.4184460006654263ms
Info 438  [03:20:20.647] Different program with same set of files
Info 439  [03:20:21.286] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 440  [03:20:21.288] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 108 structureChanged: false structureIsReused:: Completely Elapsed: 1.6808559987694025ms
Info 441  [03:20:21.288] Different program with same set of files
Info 442  [03:20:21.528] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 443  [03:20:21.530] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 109 structureChanged: false structureIsReused:: Completely Elapsed: 1.1490449998527765ms
Info 444  [03:20:21.530] Different program with same set of files
Info 445  [03:20:21.622] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 446  [03:20:21.623] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 110 structureChanged: false structureIsReused:: Completely Elapsed: 1.0402499996125698ms
Info 447  [03:20:21.623] Different program with same set of files
Info 448  [03:20:21.685] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 449  [03:20:21.686] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 111 structureChanged: false structureIsReused:: Completely Elapsed: 0.9511019997298717ms
Info 450  [03:20:21.686] Different program with same set of files
Info 451  [03:20:21.784] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 452  [03:20:21.786] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 112 structureChanged: false structureIsReused:: Completely Elapsed: 1.8436530008912086ms
Info 453  [03:20:21.786] Different program with same set of files
Info 454  [03:20:21.863] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 455  [03:20:21.864] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 113 structureChanged: false structureIsReused:: Completely Elapsed: 1.0235089994966984ms
Info 456  [03:20:21.864] Different program with same set of files
Info 457  [03:20:22.192] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 458  [03:20:22.193] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 114 structureChanged: false structureIsReused:: Completely Elapsed: 1.1585530005395412ms
Info 459  [03:20:22.193] Different program with same set of files
Info 460  [03:20:22.803] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 461  [03:20:22.805] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 115 structureChanged: false structureIsReused:: Completely Elapsed: 1.3614939991384745ms
Info 462  [03:20:22.805] Different program with same set of files
Info 463  [03:20:23.000] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 464  [03:20:23.001] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 116 structureChanged: false structureIsReused:: Completely Elapsed: 1.1074769999831915ms
Info 465  [03:20:23.001] Different program with same set of files
Info 466  [03:20:23.631] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 467  [03:20:23.634] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 117 structureChanged: false structureIsReused:: Completely Elapsed: 2.41682199947536ms
Info 468  [03:20:23.634] Different program with same set of files
Info 469  [03:20:23.944] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 470  [03:20:23.946] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 118 structureChanged: false structureIsReused:: Completely Elapsed: 1.5877009984105825ms
Info 471  [03:20:23.946] Different program with same set of files
Info 472  [03:20:26.295] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 473  [03:20:26.298] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 119 structureChanged: false structureIsReused:: Completely Elapsed: 2.212399000301957ms
Info 474  [03:20:26.298] Different program with same set of files
Info 475  [03:20:27.983] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 476  [03:20:27.984] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 120 structureChanged: false structureIsReused:: Completely Elapsed: 1.6096519995480776ms
Info 477  [03:20:27.984] Different program with same set of files
Info 478  [03:20:30.022] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 479  [03:20:30.024] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 121 structureChanged: false structureIsReused:: Completely Elapsed: 1.7669089995324612ms
Info 480  [03:20:30.024] Different program with same set of files
Info 481  [03:20:30.207] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 482  [03:20:30.209] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 122 structureChanged: false structureIsReused:: Completely Elapsed: 1.8215709999203682ms
Info 483  [03:20:30.209] Different program with same set of files
Info 484  [03:20:52.902] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 485  [03:20:52.905] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 123 structureChanged: false structureIsReused:: Completely Elapsed: 3.4063060004264116ms
Info 486  [03:20:52.905] Different program with same set of files
Info 487  [03:20:53.491] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 488  [03:20:53.494] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 124 structureChanged: false structureIsReused:: Completely Elapsed: 3.0697620008140802ms
Info 489  [03:20:53.494] Different program with same set of files
Info 490  [03:20:54.932] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 491  [03:20:54.935] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 125 structureChanged: false structureIsReused:: Completely Elapsed: 2.770778998732567ms
Info 492  [03:20:54.935] Different program with same set of files
Info 493  [03:20:55.072] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 494  [03:20:55.074] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 126 structureChanged: false structureIsReused:: Completely Elapsed: 1.8987769987434149ms
Info 495  [03:20:55.074] Different program with same set of files
Info 496  [03:22:45.243] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 497  [03:22:45.245] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 127 structureChanged: false structureIsReused:: Completely Elapsed: 2.3067459985613823ms
Info 498  [03:22:45.245] Different program with same set of files
Info 499  [03:22:46.384] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 500  [03:22:46.386] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 128 structureChanged: false structureIsReused:: Completely Elapsed: 2.112829999998212ms
Info 501  [03:22:46.386] Different program with same set of files
Info 502  [03:22:46.575] getCompletionData: Get current token: 0.014466999098658562
Info 503  [03:22:46.575] getCompletionData: Is inside comment: 0.007193000987172127
Info 504  [03:22:46.575] getCompletionData: Get previous token: 0.07585300132632256
Info 505  [03:22:46.576] getCompletionsAtPosition: isCompletionListBlocker: 0.2606819998472929
Info 506  [03:22:46.577] getCompletionData: Semantic work: 1.1598649993538857
Info 507  [03:22:46.581] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.025553999468684
Info 508  [03:22:46.866] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 509  [03:22:46.869] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 129 structureChanged: false structureIsReused:: Completely Elapsed: 2.7852979991585016ms
Info 510  [03:22:46.869] Different program with same set of files
Info 511  [03:22:51.451] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 512  [03:22:51.453] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 130 structureChanged: false structureIsReused:: Completely Elapsed: 1.9989660009741783ms
Info 513  [03:22:51.453] Different program with same set of files
